songFileName,playLength,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,Welcome.started,text.started,Welcome.stopped,ITI.started,get_ready.started,ITI.stopped,sound_playback.started,resp.time,resp.velocity,stimulus.started,tap.started,tap.stopped,stimulus.stopped,sound_playback.stopped,get_ready.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Skrjabin_Prelude1.wav,15,1,1,0,0,1,1,4,,,,,,,39.56982499999867,39.581810541996674,44.571126832997834,,,,,,,39.581810541996674,39.569812249996176,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,44.583695624998654,,,,,,,,,44.5814234999998,49.10648354199657,7,44.58717833366633,44.583695624998654,45.584296125001856,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,50.40023591699719,23,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,51.10724525000114,39,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,51.86760770800174,30,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,52.62792641700071,57,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,53.3082175419986,48,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,53.98853020800016,37,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,54.60222033299942,29,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,55.269019375002244,16,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
